cluster_id,auto_label,last_log_count,forecast_log_count,predicted_growth,last_date
310,"steering, power, power steering, electric, apparatus",0.0,0.329,0.329,2025-10-01
2057,"vane, variable, guide, variable vane, turbine",0.0,0.329,0.329,2025-10-01
575,"molding, injection, injection molding, molded, machine",2.944,3.273,0.329,2025-10-01
1875,"blow, molding, blow molding, machine, method",0.0,0.328,0.328,2025-10-01
916,"diverter, faucet, water, hot water, assembly",2.303,2.629,0.327,2025-10-01
1868,"semiconductor, fin, semiconductor device, device, structure",0.0,0.327,0.327,2025-10-01
1742,"method, articles, article, making, manufacturing",0.0,0.326,0.326,2025-10-01
1714,"electronic, cigarette, electronic cigarette, device, cigarette electronic",0.0,0.325,0.325,2025-10-01
1395,"underwater, method, vehicle, communications, acoustic",0.0,0.325,0.325,2025-10-01
2067,"geofence, systems, geofencing, methods, geofences",0.0,0.324,0.324,2025-10-01
781,"water, heater, water heater, hot, hot water",0.0,0.324,0.324,2025-10-01
713,"nucleic, polypeptide, nucleic acids, polypeptides, acids",2.639,2.961,0.322,2025-10-01
578,"aluminum, steel, method, alloy, high",3.219,3.54,0.321,2025-10-01
1819,"conduit, conduit conduit, method, conduit fitting, fitting",0.0,0.32,0.32,2025-10-01
822,"derivatives, indole, indole derivatives, substituted, preparation",0.0,0.319,0.319,2025-10-01
1857,"switch, frequency, radio, radio frequency, rf",0.0,0.319,0.319,2025-10-01
1446,"platelet, method, short, plasma, rich",0.0,0.318,0.318,2025-10-01
945,"photomask, method, manufacturing, photomask method, manufacturing method",0.0,0.318,0.318,2025-10-01
629,"chip, package, semiconductor, method, manufacturing",3.219,3.537,0.318,2025-10-01
745,"facsimile, method, apparatus, fax, communication",0.0,0.317,0.317,2025-10-01
832,"rivet, method, riveting, self, piercing",0.0,0.317,0.317,2025-10-01
223,"skate, roller skate, roller, line, skate skate",0.0,0.317,0.317,2025-10-01
1686,"engine, cooling, engine cooling, combustion engine, combustion",0.0,0.317,0.317,2025-10-01
1186,"lancet, sensor, integrated, device, integrated sensor",0.0,0.317,0.317,2025-10-01
1840,"assembly, method, assembly method, assembly assembly, access",0.0,0.315,0.315,2025-10-01
1493,"inkjet, inkjet recording, recording, recording apparatus, apparatus",0.0,0.314,0.314,2025-10-01
1651,"whitening, tooth, teeth, compositions, method",0.0,0.314,0.314,2025-10-01
1962,"proxy, service, method, internet, based",0.0,0.313,0.313,2025-10-01
2165,"pressure, control, device, pressure control, method",0.0,0.313,0.313,2025-10-01
1072,"access, control, access control, method, apparatus",0.0,0.313,0.313,2025-10-01
65,"lens, barrel, lens barrel, barrel lens, zoom",0.0,0.313,0.313,2025-10-01
1740,"diverter, flow, flow diverter, using, method",0.0,0.312,0.312,2025-10-01
115,"exposure, method, apparatus, exposure apparatus, device",0.0,0.312,0.312,2025-10-01
984,"scan, boundary, method, boundary scan, test",0.0,0.312,0.312,2025-10-01
326,"belt, conveyor, conveyor belt, method, endless",2.996,3.307,0.311,2025-10-01
1353,"spam, email, method, using, detecting",0.0,0.311,0.311,2025-10-01
424,"lens, device, lens device, taking lens, focus",0.0,0.31,0.31,2025-10-01
1138,"trading, method, methods, automated, electronic",0.0,0.307,0.307,2025-10-01
1441,"registration, image, method, image registration, images",0.0,0.307,0.307,2025-10-01
448,"color, method, apparatus, image, gamut",3.178,3.484,0.306,2025-10-01
873,"debug, debugging, method, processor, method apparatus",0.0,0.306,0.306,2025-10-01
1192,"hair, dye, hair dye, composition, method",0.0,0.305,0.305,2025-10-01
1983,"virtual, virtual machine, machine, migration, machine migration",0.0,0.304,0.304,2025-10-01
1681,"fuel, composition, fuel composition, compositions, fuel compositions",0.0,0.304,0.304,2025-10-01
1745,"microwave, heating, microwave heating, apparatus, heating apparatus",0.0,0.303,0.303,2025-10-01
442,"grating, optical, waveguide, gratings, fiber",0.0,0.303,0.303,2025-10-01
552,"remote, control, remote control, method, monitoring",2.944,3.247,0.303,2025-10-01
146,"valve, spin, spin valve, layer, sensor",0.0,0.303,0.303,2025-10-01
820,"data, prefetch, prefetching, method, method prefetching",0.0,0.302,0.302,2025-10-01
1210,"substrate, cleaning, method, apparatus, substrate cleaning",0.0,0.302,0.302,2025-10-01
411,"fixture, light, lighting, decorative, light fixture",0.0,0.302,0.302,2025-10-01
321,"saw, device, blade, speed, portable",3.367,3.669,0.302,2025-10-01
1688,"transmitting, method, control, device, information",0.0,0.301,0.301,2025-10-01
707,"database, method, query, materialized, relational",0.0,0.3,0.3,2025-10-01
1443,"neutron, detector, neutron detector, method, detection",0.0,0.3,0.3,2025-10-01
962,"media, multimedia, method, content, systems",3.434,3.733,0.299,2025-10-01
1935,"tool, holder, tool holder, hand, holder tool",0.0,0.299,0.299,2025-10-01
674,"information, processing, apparatus, information processing, method",3.714,4.011,0.298,2025-10-01
1609,"vibrator, linear vibrator, linear, having, vibrator vibrator",0.0,0.298,0.298,2025-10-01
2138,"joining, method, joined, joined body, body",0.0,0.297,0.297,2025-10-01
1356,"cognitive, method, spectrum, radio, cognitive radio",0.0,0.297,0.297,2025-10-01
1204,"method, dimensional, device, object, manufacturing",0.0,0.296,0.296,2025-10-01
1014,"recognition, handwriting, method, handwritten, character",0.0,0.295,0.295,2025-10-01
1660,"memory, virtual, machine, virtual machine, method",0.0,0.294,0.294,2025-10-01
1818,"hygiene, hand, method, hand hygiene, device",0.0,0.294,0.294,2025-10-01
2007,"memory, operating, method, thereof, method thereof",0.0,0.294,0.294,2025-10-01
2403,"ventilation, device, systems, vehicle, systems methods",1.099,1.391,0.293,2025-10-01
626,"delay, circuit, delay circuit, variable, variable delay",0.0,0.293,0.293,2025-10-01
1953,"home, automation, home automation, smart, smart home",0.0,0.292,0.292,2025-10-01
1349,"translation, machine translation, machine, method, model",0.0,0.291,0.291,2025-10-01
1421,"impedance, high, frequency, matching, high frequency",0.0,0.291,0.291,2025-10-01
1999,"guided, wave, surface, methods, guided surface",0.0,0.291,0.291,2025-10-01
576,"coating, thermal, barrier, thermal barrier, barrier coating",0.0,0.29,0.29,2025-10-01
1412,"optical, connector, optical connector, connector optical, method",0.0,0.29,0.29,2025-10-01
2056,"bearer, method, bearers, apparatus, methods",0.0,0.289,0.289,2025-10-01
1363,"ion, mobility, ion mobility, spectrometer, mobility spectrometer",0.0,0.289,0.289,2025-10-01
135,"discharge, machining, discharge machining, electric, electric discharge",0.0,0.289,0.289,2025-10-01
1752,"suture, anchor, suture anchor, knotless, knotless suture",0.0,0.288,0.288,2025-10-01
1887,"branch, prediction, branch prediction, instruction, control",0.0,0.288,0.288,2025-10-01
1094,"joint, velocity, constant velocity, constant, universal joint",0.0,0.286,0.286,2025-10-01
1582,"contact, center, contact center, method, management",0.0,0.286,0.286,2025-10-01
302,"table, adjustable, folding, adjustable table, folding table",0.0,0.285,0.285,2025-10-01
269,"sun, sunshade, visor, vehicle, assembly",0.0,0.285,0.285,2025-10-01
1147,"license, method, software, licensing, management",0.0,0.283,0.283,2025-10-01
1279,"power, module, semiconductor, power semiconductor, semiconductor module",0.0,0.283,0.283,2025-10-01
1130,"module, lens, lens module, module lens, camera",0.0,0.283,0.283,2025-10-01
1541,"fiber, optical, optical fiber, method, multimode",0.0,0.282,0.282,2025-10-01
319,"knife, utility knife, utility, blade, knife utility",0.0,0.282,0.282,2025-10-01
1058,"wafer, wafer level, level, method, package",0.0,0.282,0.282,2025-10-01
714,"oligonucleotides, oligonucleotide, 8242, modified, analogs",0.0,0.282,0.282,2025-10-01
934,"ofdm, method, apparatus, communication, systems",0.0,0.282,0.282,2025-10-01
1640,"valve, timing, valve timing, control, timing control",0.0,0.281,0.281,2025-10-01
662,"antimicrobial, composition, method, antibacterial, agents",0.0,0.281,0.281,2025-10-01
1300,"support, device, apparatus, apparatus support, electronic",0.0,0.281,0.281,2025-10-01
362,"furnace, method, hearth, hearth furnace, arc",0.0,0.281,0.281,2025-10-01
1025,"interferon, alpha, beta, gamma, methods",0.0,0.281,0.281,2025-10-01
329,"rack, shelf, mounting, display, cabinet",0.0,0.28,0.28,2025-10-01
1643,"crosstalk, method, cancellation, crosstalk cancellation, apparatus",0.0,0.279,0.279,2025-10-01
384,"vehicle, method, apparatus, device, information",2.773,3.052,0.279,2025-10-01
1737,"drawing, method, sketch, apparatus, drawing method",0.0,0.278,0.278,2025-10-01
21,"integrated, circuit, semiconductor, integrated circuit, semiconductor integrated",2.833,3.111,0.278,2025-10-01
427,"method, learning, computer, educational, apparatus",0.0,0.278,0.278,2025-10-01
1317,"trimming, trimmer, method, apparatus, program",0.0,0.278,0.278,2025-10-01
2012,"pen, ballpoint pen, electronic, ballpoint, tip",1.386,1.664,0.278,2025-10-01
616,"copper, method, forming, copper interconnect, interconnect",0.0,0.277,0.277,2025-10-01
327,"bumper, vehicle, bumper beam, beam, vehicle bumper",0.0,0.277,0.277,2025-10-01
636,"elastomers, elastomer, thermoplastic, thermoplastic elastomer, composition",0.0,0.276,0.276,2025-10-01
1725,"hall, sensor, hall effect, effect, hall sensor",0.0,0.276,0.276,2025-10-01
1278,"hyaluronic, acid, hyaluronic acid, derivatives, acid derivatives",0.0,0.276,0.276,2025-10-01
54,"blind, venetian, venetian blind, blinds, roller",0.0,0.276,0.276,2025-10-01
154,"connector, electrical, electrical connector, connector electrical, electric",0.0,0.275,0.275,2025-10-01
1102,"method, defect, apparatus, defects, detection",2.996,3.271,0.275,2025-10-01
1613,"projection, exposure, projection exposure, exposure apparatus, apparatus",0.0,0.274,0.274,2025-10-01
1266,"radio, communication, radio communication, method, apparatus",0.0,0.272,0.272,2025-10-01
35,"floral, method, having, flower, floral grouping",0.0,0.272,0.272,2025-10-01
1073,"security, computer, method, secure, systems",0.0,0.271,0.271,2025-10-01
919,"tuner, television, television tuner, signal, having",0.0,0.271,0.271,2025-10-01
1383,"device, rotation, rotating, mechanism, electronic",0.0,0.271,0.271,2025-10-01
1703,"frequency, phase, synthesizer, frequency synthesizer, method",0.0,0.271,0.271,2025-10-01
407,"microscope, scanning, confocal, laser, scanning microscope",3.689,3.957,0.268,2025-10-01
948,"force, probe, microscope, atomic, atomic force",0.0,0.267,0.267,2025-10-01
1518,"checkpointing, checkpoint, method, memory, providing",0.0,0.266,0.266,2025-10-01
1337,"ethanol, production, process, method, producing",0.0,0.266,0.266,2025-10-01
1273,"dye, sensitized, dye sensitized, solar, cell",0.0,0.266,0.266,2025-10-01
922,"layer, deposition, atomic, layer deposition, atomic layer",0.0,0.266,0.266,2025-10-01
1309,"pump, infusion, infusion pump, pump infusion, operating",0.0,0.266,0.266,2025-10-01
1460,"social, network, social network, method, information",0.0,0.266,0.266,2025-10-01
15,"fuse, method, circuit, fuser, fuse method",3.219,3.485,0.266,2025-10-01
1456,"gasification, systems, coal, process, method",0.0,0.265,0.265,2025-10-01
649,"polymerization, catalyst, catalysts, use, process",0.0,0.265,0.265,2025-10-01
1099,"vacuum, cleaner, vacuum cleaner, cleaner vacuum, type",0.0,0.265,0.265,2025-10-01
829,"flotation, device, flotation device, method, machine",0.0,0.264,0.264,2025-10-01
2163,"impeller, machine, apparatus, assembly, method",0.0,0.264,0.264,2025-10-01
2114,"survey, method, device, survey data, data",0.0,0.264,0.264,2025-10-01
1700,"cells, cell, methods, method, using",0.0,0.264,0.264,2025-10-01
1203,"data, records, banking, bearing records, bearing",0.0,0.263,0.263,2025-10-01
760,"cabinet, drawer, device, installation, guide",0.0,0.262,0.262,2025-10-01
810,"queue, method, apparatus, method apparatus, queuing",0.0,0.262,0.262,2025-10-01
1410,"sensor, image, image sensor, backside, illuminated",0.0,0.262,0.262,2025-10-01
946,"mask, method, hard, device, fabrication",3.258,3.52,0.262,2025-10-01
770,"image, color, forming, image forming, color image",0.0,0.262,0.262,2025-10-01
582,"electroplating, method, apparatus, device, metal",0.0,0.261,0.261,2025-10-01
193,"loudspeaker, speaker, loudspeakers, loudspeaker loudspeaker, device",3.738,3.999,0.261,2025-10-01
828,"paintball, gun, paint, paint ball, ball",0.0,0.26,0.26,2025-10-01
1969,"quantity, sensor, physical quantity, physical, electronic",0.0,0.26,0.26,2025-10-01
518,"gas, burner, combustor, combustion, turbine",2.833,3.092,0.259,2025-10-01
1359,"antenna, method, apparatus, multi, multiple",0.0,0.259,0.259,2025-10-01
1807,"container, cosmetic, cosmetic container, container cosmetic, cosmetics",1.386,1.645,0.259,2025-10-01
511,"engine, stroke, combustion engine, internal, cycle",0.0,0.259,0.259,2025-10-01
1178,"power, generator, hydro, generation, generating",0.0,0.258,0.258,2025-10-01
153,"magnetic, head, magnetic head, method, head magnetic",0.0,0.258,0.258,2025-10-01
133,"connector, waterproof, waterproof connector, connector waterproof, structure",0.0,0.258,0.258,2025-10-01
732,"method, photocatalyst, photocatalytic, apparatus, water",0.0,0.258,0.258,2025-10-01
369,"cartridge, disk, disk cartridge, disc, disc cartridge",0.0,0.256,0.256,2025-10-01
1418,"drive, vehicle, method, unit, vehicle drive",0.0,0.256,0.256,2025-10-01
681,"adenovirus, recombinant, adenoviral, vectors, methods",2.398,2.654,0.256,2025-10-01
1331,"osmosis, reverse, reverse osmosis, water, method",0.0,0.255,0.255,2025-10-01
250,"anastomosis, method, vascular, methods, performing",0.0,0.255,0.255,2025-10-01
1494,"ion, implantation, ion implantation, method, apparatus",0.0,0.255,0.255,2025-10-01
856,"toner, image, method, image forming, forming",2.485,2.738,0.254,2025-10-01
1223,"rope, tensioner, tensioning, device, tensioning device",0.0,0.254,0.254,2025-10-01
2052,"graphics, processing, graphics processing, gpu, method",0.0,0.253,0.253,2025-10-01
1821,"oral, oral care, care, implement, care implement",0.0,0.253,0.253,2025-10-01
1455,"botulinum, toxin, botulinum toxin, neurotoxin, compositions",0.0,0.252,0.252,2025-10-01
82,"optical, attenuator, variable, optical attenuator, attenuation",0.0,0.252,0.252,2025-10-01
1087,"shredder, paper, safety, having shredder, having",0.0,0.252,0.252,2025-10-01
20,"docking, computer, station, docking station, portable",3.258,3.509,0.251,2025-10-01
1881,"methods, infections, bacterial, method, treatment",0.0,0.251,0.251,2025-10-01
1530,"nozzle, fuel, fuel nozzle, nozzle fuel, assembly",0.0,0.251,0.251,2025-10-01
1371,"array, substrate, array substrate, method, device",0.0,0.25,0.25,2025-10-01
791,"apparatus, gas, separating, methods, fluid",0.0,0.25,0.25,2025-10-01
1834,"d2d, device, communication, method, d2d communication",0.0,0.25,0.25,2025-10-01
1422,"conference, method, web, management, management method",0.0,0.249,0.249,2025-10-01
1119,"sirna, sirna targeting, targeting, cell, receptor",0.0,0.249,0.249,2025-10-01
1401,"led, lighting, led lighting, apparatus, light",0.0,0.249,0.249,2025-10-01
1018,"address, method, addresses, apparatus, information",0.0,0.248,0.248,2025-10-01
634,"polyurethane, compositions, water, containing, polyurethanes",0.0,0.248,0.248,2025-10-01
1307,"device, electronic, text, handheld electronic, handheld",0.0,0.247,0.247,2025-10-01
650,"gas, method, apparatus, gases, purification",0.0,0.247,0.247,2025-10-01
1199,"device, semiconductor, display, semiconductor device, display device",0.0,0.247,0.247,2025-10-01
935,"array, disk, disk array, storage, method",0.0,0.247,0.247,2025-10-01
1537,"heart, heart failure, failure, treating, methods",0.0,0.247,0.247,2025-10-01
1304,"component, mounting, component mounting, method, electronic",0.0,0.246,0.246,2025-10-01
932,"frequency, synthesizer, frequency synthesizer, fractional, phase",0.0,0.245,0.245,2025-10-01
958,"probe, card, probe card, method, low",0.0,0.245,0.245,2025-10-01
646,"epoxy, resin, epoxy resin, resins, epoxy resins",0.0,0.244,0.244,2025-10-01
1789,"question, answering, question answering, answer, question answer",0.0,0.244,0.244,2025-10-01
32,"fischer tropsch, fischer, tropsch, process, catalyst",0.0,0.244,0.244,2025-10-01
1445,"playlist, method, playlists, apparatus, media",0.0,0.244,0.244,2025-10-01
590,"reference, voltage, reference voltage, circuit, generator",0.0,0.244,0.244,2025-10-01
139,"jack, modular, modular jack, jack jack, assembly",0.0,0.244,0.244,2025-10-01
1677,"oil, recovery, method, oil recovery, spill",0.0,0.244,0.244,2025-10-01
1832,"power, power headroom, headroom, method, reporting",0.0,0.244,0.244,2025-10-01
594,"driver, circuit, output, driver circuit, output driver",0.0,0.244,0.244,2025-10-01
880,"wireless, communication, wireless communication, method, apparatus",2.996,3.239,0.243,2025-10-01
166,"chromatography, chromatographic, method, liquid chromatography, liquid",2.996,3.239,0.243,2025-10-01
751,"transmission, planetary, speed, gear, multi",0.0,0.243,0.243,2025-10-01
1354,"voice, mail, voicemail, voice mail, method",0.0,0.242,0.242,2025-10-01
7,"alternator, alternator alternator, voltage, vehicle, automotive alternator",0.0,0.242,0.242,2025-10-01
484,"piston, engine, piston engine, hydraulic, axial piston",1.099,1.341,0.242,2025-10-01
1630,"light, visible light, visible, communication, light communication",0.0,0.24,0.24,2025-10-01
532,"heat, heat exchanger, exchanger, tube, tube heat",2.996,3.235,0.24,2025-10-01
571,"anti, coating, reflective, anti reflective, coatings",0.0,0.24,0.24,2025-10-01
1917,"bra, support, breast, cup, garment",1.386,1.626,0.24,2025-10-01
1141,"method, nanostructures, methods, making, nanostructure",0.0,0.238,0.238,2025-10-01
1155,"hiv, comprising, virus, immunodeficiency virus, immunodeficiency",0.0,0.238,0.238,2025-10-01
1321,"diaphragm, pump, diaphragm pump, device, manual diaphragm",0.0,0.238,0.238,2025-10-01
1149,"timing, analysis, timing analysis, method, circuit",0.0,0.238,0.238,2025-10-01
986,"turbine, blade, turbine blade, cooling, airfoil",0.0,0.237,0.237,2025-10-01
289,"servo, drive, method, disk, disc",0.0,0.236,0.236,2025-10-01
1269,"printer, printer printer, printer interpreter, interpreter, gaming",0.0,0.236,0.236,2025-10-01
1753,"led, circuit, dimming, led driver, driver",0.0,0.236,0.236,2025-10-01
1564,"lignocellulosic, biomass, process, material, lignocellulosic biomass",0.0,0.236,0.236,2025-10-01
1259,"sip, method, session, protocol, session initiation",0.0,0.235,0.235,2025-10-01
1804,"numerical, control, numerical control, device, control device",0.0,0.235,0.235,2025-10-01
747,"snow, ski, device, apparatus, method",0.0,0.234,0.234,2025-10-01
1229,"particulate, filter, diesel, particulate filter, diesel particulate",0.0,0.234,0.234,2025-10-01
1209,"wing, aircraft, main wing, flap, main",0.0,0.233,0.233,2025-10-01
502,"ignition, device, ignition device, method, ignition ignition",0.0,0.232,0.232,2025-10-01
1336,"casting, method, casting method, die, die casting",0.0,0.232,0.232,2025-10-01
1794,"broadcast, signals, broadcast signals, apparatus, receiving",0.0,0.232,0.232,2025-10-01
1338,"oil, method, recovery, shale, oil shale",0.0,0.232,0.232,2025-10-01
1741,"toner, toner toner, yellow, yellow toner, tones",0.0,0.232,0.232,2025-10-01
71,"glove, gloves, protective, powder free, free",2.565,2.797,0.232,2025-10-01
1839,"asset, management, asset management, information, method",2.639,2.87,0.231,2025-10-01
772,"method, dimensional, apparatus, shape, surface",0.0,0.231,0.231,2025-10-01
1466,"web, method, page, web page, pages",0.0,0.23,0.23,2025-10-01
641,"olefin, polymerization, process, olefins, catalyst",3.219,3.449,0.23,2025-10-01
475,"fibers, fiber, method, process, producing",2.565,2.794,0.229,2025-10-01
1511,"calcium, carbonate, calcium carbonate, process, method",0.0,0.228,0.228,2025-10-01
1057,"mercury, method, gas, removing, removal",0.0,0.228,0.228,2025-10-01
1092,"carton, carton blank, blank, carton carton, display",0.0,0.227,0.227,2025-10-01
906,"apparatus, radiation, image, method, radiation image",0.0,0.227,0.227,2025-10-01
941,"radio, method, communication, station, base",3.091,3.318,0.227,2025-10-01
1589,"storage, virtual, method, virtualization, disk",0.0,0.227,0.227,2025-10-01
452,"potassium, potassium channel, channel, substituted, human",0.0,0.226,0.226,2025-10-01
997,"protease, serine, inhibitors, serine protease, proteases",0.0,0.226,0.226,2025-10-01
1795,"image, optical, optical image, image capturing, capturing",0.0,0.225,0.225,2025-10-01
372,"image, forming, image forming, apparatus, forming apparatus",0.0,0.224,0.224,2025-10-01
1381,"athletic, sports, performance, methods, information",0.0,0.224,0.224,2025-10-01
1282,"electrochemical, sensor, method, electrochemical sensor, method apparatus",0.0,0.223,0.223,2025-10-01
355,"acceleration, sensor, acceleration sensor, method, sensor acceleration",0.0,0.223,0.223,2025-10-01
1181,"medical, coating, medical device, device, devices",0.0,0.223,0.223,2025-10-01
669,"modem, line, pcm, host, digital",0.0,0.222,0.222,2025-10-01
106,"electron, microscope, electron microscope, scanning, scanning electron",0.0,0.222,0.222,2025-10-01
252,"spinal, method, implant, vertebral, disc",0.0,0.222,0.222,2025-10-01
750,"transducer, method, transducer transducer, acoustic transducer, acoustic",0.0,0.22,0.22,2025-10-01
134,"liquid, discharge, liquid discharge, head, method",0.0,0.22,0.22,2025-10-01
351,"eye, treating, glaucoma, treatment, method",0.0,0.22,0.22,2025-10-01
1252,"broadcast, method, receiving, broadcasting, apparatus",0.0,0.22,0.22,2025-10-01
679,"streptococcus, staphylococcus, pneumoniae, streptococcus pneumoniae, aureus",0.0,0.219,0.219,2025-10-01
1131,"camera, device, electronic, camera camera, portable",0.0,0.219,0.219,2025-10-01
1143,"fatty, acids, fatty acids, polyunsaturated, polyunsaturated fatty",0.0,0.219,0.219,2025-10-01
802,"contact, method, contacts, making, electrical",0.0,0.217,0.217,2025-10-01
1129,"noise, image, method, apparatus, device",0.0,0.217,0.217,2025-10-01
1629,"imaging, lens, imaging lens, lens imaging, image",0.0,0.217,0.217,2025-10-01
164,"navigation, apparatus, method, navigation apparatus, map",3.045,3.262,0.217,2025-10-01
1183,"pattern, method, forming, pattern forming, apparatus",0.0,0.217,0.217,2025-10-01
937,"memory, method, content addressable, content, addressable memory",0.0,0.217,0.217,2025-10-01
120,"absorbent, article, absorbent article, having, articles",3.296,3.512,0.216,2025-10-01
1041,"jet, liquid, liquid jet, jet head, head",0.0,0.216,0.216,2025-10-01
42,"shutter, camera, shutter camera, plane shutter, focal plane",0.0,0.215,0.215,2025-10-01
157,"socket, electrical, socket electrical, parts, having",0.0,0.215,0.215,2025-10-01
1345,"moving, picture, moving picture, method, decoding",0.0,0.215,0.215,2025-10-01
406,"flashlight, device, having, miniature, flashlight flashlight",0.0,0.215,0.215,2025-10-01
1429,"wireless, transfer, power, wireless power, energy",4.078,4.291,0.214,2025-10-01
436,"sense, memory, amplifier, sense amplifier, semiconductor",0.0,0.214,0.214,2025-10-01
1341,"biomass, method, process, processing, engineered",0.0,0.214,0.214,2025-10-01
300,"transmission, control, hydrostatic, automatic, hydrostatic transmission",0.0,0.214,0.214,2025-10-01
767,"headlamp, vehicle, vehicle headlamp, headlamp vehicle, vehicular",0.0,0.214,0.214,2025-10-01
1071,"fluoropolymer, fluoropolymers, compositions, containing, film",0.0,0.213,0.213,2025-10-01
1265,"wireless, communication, method, wireless communication, communications",0.0,0.213,0.213,2025-10-01
477,"throttle, control, engine, throttle control, internal",0.0,0.212,0.212,2025-10-01
1658,"intervertebral, disc, implant, intervertebral disc, intervertebral implant",0.0,0.212,0.212,2025-10-01
869,"delay, loop, locked, delay locked, locked loop",0.0,0.212,0.212,2025-10-01
671,"estrogen, receptor, methods, compounds, estrogen receptor",0.0,0.211,0.211,2025-10-01
995,"jitter, method, apparatus, method apparatus, measuring",0.0,0.211,0.211,2025-10-01
187,"apparatus, method, music, musical, performance",1.946,2.156,0.21,2025-10-01
1015,"bracket, mounting, mounting bracket, support, bracket assembly",3.135,3.346,0.21,2025-10-01
370,"cartridge, tape, tape cartridge, magnetic, storage",0.0,0.209,0.209,2025-10-01
839,"dust, vacuum, cleaner, cyclone dust, cyclone",2.398,2.606,0.208,2025-10-01
1195,"wave, energy, wave energy, power, apparatus",0.0,0.208,0.208,2025-10-01
888,"golf, golf club, club, head, club head",2.197,2.406,0.208,2025-10-01
114,"projection, exposure, apparatus, projection exposure, exposure apparatus",0.0,0.207,0.207,2025-10-01
1068,"scheduling, method, based, using, scheduling method",0.0,0.207,0.207,2025-10-01
1596,"terminal, antenna, mobile, portable, mobile terminal",0.0,0.207,0.207,2025-10-01
978,"motion, estimation, motion estimation, method, image",0.0,0.207,0.207,2025-10-01
583,"liposome, liposomes, delivery, lipid, methods",0.0,0.207,0.207,2025-10-01
1123,"image, image forming, forming, cleaning, apparatus",0.0,0.207,0.207,2025-10-01
893,"ball, grid, ball grid, grid array, array",0.0,0.206,0.206,2025-10-01
804,"trench, semiconductor, method, gate, semiconductor device",0.0,0.205,0.205,2025-10-01
201,"endoscopic, instrument, surgery, apparatus, instrument endoscopic",0.0,0.205,0.205,2025-10-01
1642,"subsea, apparatus, methods, method, control",0.0,0.205,0.205,2025-10-01
659,"release, sustained, sustained release, controlled, controlled release",0.0,0.205,0.205,2025-10-01
1743,"gear, transmission, planetary, planetary gear, train",0.0,0.205,0.205,2025-10-01
1074,"certificate, method, certificates, digital, revocation",2.89,3.096,0.205,2025-10-01
665,"protease, inhibitors, protease inhibitors, proteases, protease inhibitor",0.0,0.204,0.204,2025-10-01
1263,"network, label, tunnel, method, apparatus",0.0,0.204,0.204,2025-10-01
933,"replication, method, data, database, file",2.944,3.149,0.204,2025-10-01
509,"injection, fuel, engine, fuel injection, combustion",2.89,3.095,0.204,2025-10-01
950,"lubricating, oil, compositions, lubricant, composition",3.045,3.247,0.203,2025-10-01
1451,"developer, image, image forming, forming, forming apparatus",0.0,0.203,0.203,2025-10-01
12,"candle, method, apparatus, filter, making",0.0,0.203,0.203,2025-10-01
531,"grid, grid array, array, ball grid, ball",0.0,0.203,0.203,2025-10-01
1419,"speed, control, speed control, vehicle, vehicle speed",0.0,0.202,0.202,2025-10-01
643,"method, gate, transistor, mos, drain",3.892,4.093,0.202,2025-10-01
1052,"fiber, sensor, optic, optical, fiber optic",2.944,3.145,0.201,2025-10-01
1002,"terminal, portable, portable terminal, information, method",0.0,0.201,0.201,2025-10-01
699,"specific, cell, methods, antigen, using",0.0,0.201,0.201,2025-10-01
1140,"method, investment, based, portfolio, financial",0.0,0.201,0.201,2025-10-01
241,"tube, method, tubular, tubes, device",0.0,0.2,0.2,2025-10-01
287,"optical, disk, optical disk, recording, apparatus",0.0,0.199,0.199,2025-10-01
426,"lens, contact, method, contact lens, intraocular",0.0,0.199,0.199,2025-10-01
597,"vending, machine, vending machine, method, automatic vending",0.0,0.199,0.199,2025-10-01
1631,"light, sensor, ambient light, ambient, method",1.099,1.298,0.199,2025-10-01
682,"virus, use, vaccine, viral, mammalian",0.0,0.199,0.199,2025-10-01
83,"raman, amplification, amplifier, optical, raman amplification",0.0,0.198,0.198,2025-10-01
1378,"battery, rechargeable, rechargeable battery, battery rechargeable, lithium",0.0,0.198,0.198,2025-10-01
431,"interferometer, method, optical, interferometric, apparatus",0.0,0.198,0.198,2025-10-01
1792,"software, defined, software defined, network, sdn",0.0,0.198,0.198,2025-10-01
1448,"dynamic, range, dynamic range, method, image",0.0,0.197,0.197,2025-10-01
2150,"adjustable, table, height, desk, height adjustable",0.0,0.197,0.197,2025-10-01
1042,"toner, image, electrostatic, forming, developing",0.0,0.197,0.197,2025-10-01
667,"method, transaction, commerce, allowed, electronic",0.0,0.197,0.197,2025-10-01
486,"cleaning, compositions, cleaning compositions, composition, comprising",0.0,0.197,0.197,2025-10-01
1583,"production, yeast, fatty, using, acids",0.0,0.197,0.197,2025-10-01
1179,"array, substrate, array substrate, method, tft",0.0,0.197,0.197,2025-10-01
89,"liquid, crystal, liquid crystal, display, crystal display",0.0,0.197,0.197,2025-10-01
1469,"microrna, methods, micrornas, molecules, mirna",0.0,0.197,0.197,2025-10-01
283,"fuel, valve, injection, fuel injection, injection valve",0.0,0.197,0.197,2025-10-01
445,"wavelength, wavelength division, division, optical, multiplexing",0.0,0.196,0.196,2025-10-01
939,"peptides, peptide, thereof, uses thereof, production",3.178,3.375,0.196,2025-10-01
270,"liquid, ejecting, method, ejection, liquid ejecting",2.398,2.594,0.196,2025-10-01
